Order_ID,Order_Date,Customer_ID,Customer_Type,Product,Category,Quantity,Unit_Price,Discount_%,Revenue,Product_Cost,Profit,Acquisition_Channel,Payment_Method,Delivery_Days,Order_Status,Returned,Complaint,Customer_Rating,Repeat_Purchase,Month,Month_Number
LL10774,2025-09-11,C1475,New,Linen Two-Piece,Two-Piece Sets,1,38801.42,16.06,32571.01,27000,5571.01,Instagram,Transfer,6,Delivered,No,No,3,No,Sep,9
LL10775,2025-07-03,C1311,Returning,Satin Dress,Dresses,1,32883.55,19.83,26362.07,21000,5362.07,WhatsApp,Card,1,Delivered,No,No,4,Yes,Jul,7
LL10776,2025-07-22,C1085,New,Linen Two-Piece,Two-Piece Sets,2,39296.74,19.87,62973.62,54000,8973.62,Referral,Cash,5,Delivered,No,No,3,No,Jul,7
LL10777,2025-01-21,C1145,New,Linen Two-Piece,Two-Piece Sets,1,42000.0,5.49,39695.57,27000,12695.57,WhatsApp,Cash,8,Delivered,No,Yes,3,No,Jan,1
LL10778,2025-09-03,C1339,New,Wide-Leg Trousers,Trousers,1,25485.14,17.45,1089.07,17000,-1987.37,WhatsApp,Transfer,7,Returned,Yes,Yes,2,Yes,Sep,9
LL10779,2025-10-21,C1470,New,Basic Bodysuit,Tops,1,13872.05,35.0,9016.83,9000,16.83,Instagram,Transfer,7,Delivered,No,Yes,3,No,Oct,10
LL10780,2025-08-08,C1046,Returning,Leather Tote,Bags,2,35445.91,13.55,61288.79,45000,16288.79,Walk-in,Card,7,Delivered,No,Yes,5,Yes,Aug,8
LL10781,2025-02-07,C1355,Returning,Silk Scarf,Accessories,1,12000.0,23.69,1703.39,5500,-477.26,WhatsApp,Card,1,Returned,Yes,Yes,3,Yes,Feb,2
LL10782,2025-07-12,C1333,New,Linen Two-Piece,Two-Piece Sets,1,41035.22,14.72,34996.71,27000,7996.71,Instagram,Transfer,6,Delivered,No,No,4,No,Jul,7
LL10783,2025-07-04,C1216,New,Wide-Leg Trousers,Trousers,1,25851.27,17.08,21436.24,17000,4436.24,WhatsApp,USSD,4,Delivered,No,No,3,No,Jul,7
LL10784,2025-06-23,C1431,Returning,Mini Handbag,Bags,1,22000.0,10.63,19661.44,12500,7161.44,WhatsApp,Cash,3,Delivered,No,No,4,Yes,Jun,6
LL10785,2025-11-02,C1221,Returning,Basic Bodysuit,Tops,2,14513.31,25.22,21707.14,18000,3707.14,WhatsApp,Transfer,5,Delivered,No,No,5,Yes,Nov,11
LL10786,2025-12-12,C1378,New,Mini Handbag,Bags,1,21053.33,9.47,19059.53,12500,6559.53,TikTok,Card,4,Delivered,No,No,4,No,Dec,12
LL10787,2025-03-22,C1084,New,Statement Earrings,Accessories,1,9000.0,12.24,7898.43,3500,4398.43,Instagram,Transfer,3,Delivered,No,No,3,No,Mar,3
LL10788,2025-03-03,C1264,New,Linen Two-Piece,Two-Piece Sets,1,42000.0,18.3,34313.1,27000,7313.1,Walk-in,Transfer,2,Delivered,No,No,3,Yes,Mar,3
LL10789,2025-11-07,C1412,New,Wide-Leg Trousers,Trousers,1,27399.78,16.82,22791.87,17000,5791.87,Instagram,Card,2,Delivered,No,No,4,No,Nov,11
LL10790,2025-08-18,C1370,Returning,Premium Jumpsuit,Jumpsuits,1,48269.05,13.01,41989.96,34000,7989.96,Walk-in,Card,5,Delivered,No,No,4,Yes,Aug,8
LL10791,2025-01-10,C1123,Returning,Knit Cardigan,Tops,3,24000.0,10.92,64138.13,43500,20638.13,WhatsApp,Transfer,6,Delivered,No,No,4,Yes,Jan,1
LL10792,2025-05-19,C1052,New,Mini Handbag,Bags,1,22000.0,15.8,0.0,12500,0.0,WhatsApp,Transfer,2,Cancelled,No,No,4,Yes,May,5
LL10793,2025-05-29,C1249,New,Premium Jumpsuit,Jumpsuits,1,52000.0,15.69,43839.33,34000,9839.33,Instagram,Card,6,Delivered,No,No,4,No,May,5
LL10794,2025-04-14,C1192,New,Classic Blazer,Outerwear,1,48000.0,10.23,0.0,30000,0.0,WhatsApp,Transfer,3,Cancelled,No,No,4,No,Apr,4
LL10795,2025-09-28,C1143,Returning,Wide-Leg Trousers,Trousers,2,26325.38,15.0,44754.04,34000,10754.04,Google,Card,6,Delivered,No,No,4,Yes,Sep,9
LL10796,2025-03-02,C1064,Returning,Maxi Skirt,Skirts,1,26000.0,6.88,24210.63,15500,8710.63,Instagram,Card,4,Delivered,No,No,5,Yes,Mar,3
LL10797,2025-06-16,C1247,New,Knit Cardigan,Tops,1,24000.0,7.43,22216.15,14500,7716.15,Referral,Transfer,1,Delivered,No,No,4,Yes,Jun,6
LL10798,2025-04-27,C1456,Returning,Premium Jumpsuit,Jumpsuits,1,52000.0,12.43,0.0,34000,0.0,Instagram,USSD,3,Cancelled,No,No,3,Yes,Apr,4
LL10799,2025-02-10,C1038,New,Mini Handbag,Bags,1,22000.0,17.04,18251.98,12500,5751.98,WhatsApp,Transfer,3,Delivered,No,No,4,No,Feb,2
LL10800,2025-08-02,C1404,New,Silk Scarf,Accessories,2,11700.31,25.13,17520.46,11000,6520.46,Instagram,Card,7,Delivered,No,Yes,2,No,Aug,8
LL10801,2025-04-23,C1374,New,Classic Blazer,Outerwear,1,48000.0,12.74,41884.63,30000,11884.63,Instagram,Card,3,Delivered,No,Yes,4,No,Apr,4
LL10802,2025-02-27,C1018,Returning,Satin Dress,Dresses,3,35000.0,23.17,80669.49,63000,17669.49,Referral,Cash,4,Delivered,No,No,3,Yes,Feb,2
LL10803,2025-01-18,C1093,New,Leather Tote,Bags,1,38000.0,11.71,33551.45,22500,11051.45,Instagram,Transfer,7,Delivered,No,Yes,3,No,Jan,1
LL10804,2025-02-02,C1361,New,Linen Two-Piece,Two-Piece Sets,1,42000.0,15.24,35598.95,27000,8598.95,TikTok,Card,5,Delivered,No,No,4,No,Feb,2
LL10805,2025-12-26,C1117,Returning,Maxi Skirt,Skirts,2,24011.36,16.68,0.0,31000,0.0,Instagram,Card,2,Cancelled,No,No,3,Yes,Dec,12
LL10806,2025-01-02,C1158,Returning,Knit Cardigan,Tops,1,24000.0,20.74,2552.11,14500,-2420.4,TikTok,Transfer,1,Returned,Yes,Yes,2,Yes,Jan,1
LL10807,2025-04-03,C1007,New,Leather Tote,Bags,1,38000.0,10.25,34106.52,22500,11606.52,TikTok,Transfer,2,Delivered,No,No,3,Yes,Apr,4
LL10808,2025-11-27,C1467,Returning,Maxi Skirt,Skirts,1,24248.1,21.54,19026.25,15500,3526.25,Google,Card,7,Delivered,No,Yes,3,Yes,Nov,11
LL10809,2025-10-15,C1186,Returning,Leather Tote,Bags,1,37077.55,12.56,32421.9,22500,9921.9,Instagram,Card,6,Delivered,No,No,4,Yes,Oct,10
LL10810,2025-11-22,C1137,Returning,Knit Cardigan,Tops,1,22175.78,26.43,16315.58,14500,1815.58,Instagram,Transfer,7,Delivered,No,Yes,4,Yes,Nov,11
LL10811,2025-09-06,C1105,Returning,Statement Earrings,Accessories,1,8506.14,19.04,6886.79,3500,3386.79,WhatsApp,Transfer,5,Delivered,No,Yes,4,Yes,Sep,9
LL10812,2025-03-08,C1062,Returning,Basic Bodysuit,Tops,1,15000.0,17.35,12396.84,9000,3396.84,Instagram,Cash,1,Delivered,No,No,2,Yes,Mar,3
LL10813,2025-09-23,C1013,Returning,Linen Two-Piece,Two-Piece Sets,1,40172.88,18.72,32654.41,27000,5654.41,Instagram,Cash,4,Delivered,No,No,3,Yes,Sep,9
LL10814,2025-07-30,C1109,New,Knit Cardigan,Tops,2,23414.76,17.76,38512.64,29000,9512.64,WhatsApp,Transfer,8,Delivered,No,Yes,3,No,Jul,7
LL10815,2025-02-10,C1377,New,Satin Dress,Dresses,2,35000.0,11.99,61609.79,42000,19609.79,Referral,Card,4,Delivered,No,No,2,Yes,Feb,2
LL10816,2025-02-03,C1280,New,Silk Scarf,Accessories,1,12000.0,2.91,11650.55,5500,6150.55,Google,Cash,2,Delivered,No,No,4,No,Feb,2
LL10817,2025-03-24,C1450,New,Wide-Leg Trousers,Trousers,2,28000.0,10.15,50318.63,34000,16318.63,Instagram,Transfer,2,Delivered,No,No,3,No,Mar,3
LL10818,2025-09-16,C1482,New,Silk Scarf,Accessories,1,11714.69,7.73,10808.6,5500,5308.6,Referral,Transfer,4,Delivered,No,No,2,No,Sep,9
LL10819,2025-03-04,C1068,New,Wide-Leg Trousers,Trousers,3,28000.0,9.33,0.0,51000,0.0,TikTok,Transfer,2,Cancelled,No,No,2,No,Mar,3
LL10820,2025-05-20,C1441,New,Statement Earrings,Accessories,2,9000.0,18.1,14742.85,7000,7742.85,WhatsApp,Cash,6,Delivered,No,No,3,Yes,May,5
LL10821,2025-09-02,C1390,Returning,Knit Cardigan,Tops,2,22153.25,23.79,33767.65,29000,4767.65,TikTok,Card,4,Delivered,No,No,4,Yes,Sep,9
LL10822,2025-01-10,C1087,Returning,Silk Scarf,Accessories,1,12000.0,13.18,0.0,5500,0.0,Instagram,Transfer,1,Cancelled,No,No,4,Yes,Jan,1
LL10823,2025-04-15,C1149,New,Maxi Skirt,Skirts,2,26000.0,4.21,49812.37,31000,18812.37,TikTok,USSD,1,Delivered,No,No,3,No,Apr,4
LL10824,2025-12-18,C1202,New,Leather Tote,Bags,1,34885.39,12.23,30618.39,22500,8118.39,Instagram,Card,8,Delivered,No,Yes,2,No,Dec,12
LL10825,2025-10-25,C1244,New,Maxi Skirt,Skirts,1,24905.51,18.19,20374.19,15500,4874.19,Google,Cash,5,Delivered,No,No,4,No,Oct,10
LL10826,2025-07-20,C1122,Returning,Knit Cardigan,Tops,1,21720.72,14.76,18515.83,14500,4015.83,WhatsApp,Transfer,7,Delivered,No,Yes,3,Yes,Jul,7
LL10827,2025-10-01,C1340,Returning,Mini Handbag,Bags,2,21411.23,25.1,6160.62,25000,-1957.74,Referral,Transfer,6,Returned,Yes,Yes,3,Yes,Oct,10
LL10828,2025-05-31,C1365,New,Satin Dress,Dresses,1,35000.0,15.61,3078.69,21000,-3975.5,TikTok,USSD,2,Returned,Yes,Yes,2,No,May,5
LL10829,2025-07-19,C1403,New,Silk Scarf,Accessories,1,10906.16,24.96,8183.93,5500,2683.93,WhatsApp,Transfer,4,Delivered,No,No,3,Yes,Jul,7
LL10830,2025-05-13,C1137,New,Classic Blazer,Outerwear,1,48000.0,8.5,43921.62,30000,13921.62,Instagram,Transfer,3,Delivered,No,No,4,No,May,5
LL10831,2025-07-28,C1248,New,Mini Handbag,Bags,2,20283.36,17.66,33403.22,25000,8403.22,Instagram,Transfer,4,Delivered,No,No,4,No,Jul,7
LL10832,2025-01-30,C1039,New,Premium Jumpsuit,Jumpsuits,2,52000.0,13.51,5741.28,68000,-13811.46,WhatsApp,Transfer,2,Returned,Yes,Yes,4,Yes,Jan,1
LL10833,2025-10-29,C1276,Returning,Statement Earrings,Accessories,1,8262.42,15.47,6984.37,3500,3484.37,Google,Card,5,Delivered,No,No,4,Yes,Oct,10
LL10834,2025-05-15,C1425,New,Linen Two-Piece,Two-Piece Sets,1,42000.0,7.45,38868.9,27000,11868.9,Instagram,Card,3,Delivered,No,No,3,No,May,5
LL10835,2025-04-16,C1283,Returning,Linen Two-Piece,Two-Piece Sets,1,42000.0,14.36,0.0,27000,0.0,WhatsApp,Cash,5,Cancelled,No,No,3,Yes,Apr,4
LL10836,2025-01-17,C1078,New,Leather Tote,Bags,2,38000.0,11.91,66946.12,45000,21946.12,Instagram,Cash,1,Delivered,No,No,4,No,Jan,1
LL10837,2025-06-04,C1272,New,Statement Earrings,Accessories,2,9000.0,19.07,14567.36,7000,7567.36,WhatsApp,Transfer,3,Delivered,No,No,3,No,Jun,6
LL10838,2025-03-20,C1179,Returning,Knit Cardigan,Tops,1,24000.0,12.95,20893.15,14500,6393.15,Instagram,USSD,4,Delivered,No,No,5,Yes,Mar,3
LL10839,2025-10-05,C1387,New,Leather Tote,Bags,1,37002.05,19.54,29773.63,22500,7273.63,Walk-in,Transfer,4,Delivered,No,No,5,No,Oct,10
LL10840,2025-04-26,C1082,New,Linen Two-Piece,Two-Piece Sets,1,42000.0,8.33,38500.77,27000,11500.77,TikTok,Transfer,1,Delivered,No,No,5,No,Apr,4
LL10841,2025-03-07,C1403,Returning,Premium Jumpsuit,Jumpsuits,2,52000.0,15.84,87530.47,68000,19530.47,Instagram,Cash,6,Delivered,No,No,4,Yes,Mar,3
LL10842,2025-01-18,C1169,New,Wide-Leg Trousers,Trousers,2,28000.0,4.22,3624.36,34000,-6293.1,WhatsApp,Card,4,Returned,Yes,Yes,3,No,Jan,1
LL10843,2025-11-25,C1363,Returning,Knit Cardigan,Tops,1,23408.46,27.31,17016.34,14500,2516.34,WhatsApp,Cash,5,Delivered,No,No,4,Yes,Nov,11
LL10844,2025-11-12,C1124,Returning,Silk Scarf,Accessories,1,11724.44,16.8,9754.47,5500,4254.47,WhatsApp,Cash,1,Delivered,No,No,3,Yes,Nov,11
LL10845,2025-02-03,C1039,New,Statement Earrings,Accessories,2,9000.0,8.59,1154.1,7000,-1730.34,Instagram,Card,3,Returned,Yes,Yes,2,No,Feb,2
LL10846,2025-08-11,C1481,New,Knit Cardigan,Tops,1,22353.51,14.55,19101.38,14500,4601.38,Instagram,USSD,2,Delivered,No,No,4,No,Aug,8
LL10847,2025-08-08,C1253,Returning,Knit Cardigan,Tops,1,22994.12,13.52,19885.99,14500,5385.99,TikTok,Cash,6,Delivered,No,No,3,Yes,Aug,8
LL10848,2025-08-14,C1308,New,Wide-Leg Trousers,Trousers,1,27306.31,19.37,0.0,17000,0.0,TikTok,Transfer,5,Cancelled,No,No,5,No,Aug,8
LL10849,2025-11-16,C1021,New,Maxi Skirt,Skirts,2,24138.96,18.81,39195.21,31000,8195.21,Instagram,USSD,1,Delivered,No,No,3,No,Nov,11
LL10850,2025-11-19,C1487,Returning,Silk Scarf,Accessories,2,11187.1,9.73,20197.84,11000,9197.84,Referral,Card,6,Delivered,No,No,4,Yes,Nov,11
LL10851,2025-01-15,C1432,Returning,Knit Cardigan,Tops,1,24000.0,6.88,22349.37,14500,7849.37,TikTok,Card,5,Delivered,No,No,3,Yes,Jan,1
LL10852,2025-07-05,C1495,New,Wide-Leg Trousers,Trousers,1,26340.63,17.44,21747.44,17000,4747.44,Walk-in,Card,6,Delivered,No,No,4,No,Jul,7
LL10853,2025-04-27,C1340,New,Mini Handbag,Bags,2,22000.0,2.38,0.0,25000,0.0,TikTok,Cash,2,Cancelled,No,No,4,No,Apr,4
LL10854,2025-07-18,C1209,New,Silk Scarf,Accessories,1,11668.16,16.04,9796.09,5500,4296.09,Instagram,USSD,1,Delivered,No,Yes,4,No,Jul,7
LL10855,2025-03-10,C1163,New,Wide-Leg Trousers,Trousers,1,28000.0,14.33,23987.27,17000,6987.27,WhatsApp,USSD,2,Delivered,No,No,3,Yes,Mar,3
LL10856,2025-01-30,C1143,New,Mini Handbag,Bags,1,22000.0,14.44,18822.17,12500,6322.17,Google,USSD,2,Delivered,No,No,5,Yes,Jan,1
LL10857,2025-05-29,C1355,Returning,Premium Jumpsuit,Jumpsuits,2,52000.0,9.14,94490.13,68000,26490.13,Instagram,Card,3,Delivered,No,Yes,4,Yes,May,5
LL10858,2025-06-13,C1412,New,Linen Two-Piece,Two-Piece Sets,1,42000.0,18.05,34418.38,27000,7418.38,Instagram,Transfer,3,Delivered,No,No,4,No,Jun,6
LL10859,2025-10-23,C1184,Returning,Statement Earrings,Accessories,1,8588.42,17.66,7071.64,3500,3571.64,TikTok,Transfer,4,Delivered,No,No,3,Yes,Oct,10
LL10860,2025-10-12,C1223,New,Maxi Skirt,Skirts,1,24021.51,25.55,17885.08,15500,2385.08,Google,USSD,7,Delivered,No,Yes,3,No,Oct,10
LL10861,2025-02-21,C1209,Returning,Satin Dress,Dresses,3,35000.0,16.62,87548.26,63000,24548.26,TikTok,Transfer,4,Delivered,No,No,3,Yes,Feb,2
LL10862,2025-12-17,C1009,Returning,Mini Handbag,Bags,2,20616.4,16.91,34260.13,25000,9260.13,Instagram,Cash,7,Delivered,No,Yes,2,Yes,Dec,12
LL10863,2025-11-28,C1152,Returning,Basic Bodysuit,Tops,3,14161.99,22.7,32840.84,27000,5840.84,TikTok,USSD,4,Delivered,No,No,5,Yes,Nov,11
LL10864,2025-11-08,C1407,New,Linen Two-Piece,Two-Piece Sets,2,38194.67,9.46,69163.05,54000,15163.05,WhatsApp,Transfer,4,Delivered,No,No,3,No,Nov,11
LL10865,2025-10-09,C1189,Returning,Wide-Leg Trousers,Trousers,1,25631.27,26.79,2089.43,17000,-1560.05,Referral,Transfer,8,Returned,Yes,Yes,1,Yes,Oct,10
LL10866,2025-09-17,C1333,Returning,Basic Bodysuit,Tops,1,13851.14,16.51,0.0,9000,0.0,TikTok,Card,4,Cancelled,Yes,Yes,3,Yes,Sep,9
LL10867,2025-07-15,C1364,Returning,Wide-Leg Trousers,Trousers,2,27143.52,20.45,43183.36,34000,9183.36,TikTok,Transfer,7,Delivered,No,Yes,3,Yes,Jul,7
LL10868,2025-06-02,C1080,Returning,Linen Two-Piece,Two-Piece Sets,1,42000.0,14.57,35882.57,27000,8882.57,Instagram,Transfer,1,Delivered,No,No,3,Yes,Jun,6
LL10869,2025-06-25,C1373,Returning,Knit Cardigan,Tops,3,24000.0,6.48,67332.35,43500,23832.35,Referral,Card,1,Delivered,No,No,3,Yes,Jun,6
LL10870,2025-11-25,C1365,Returning,Wide-Leg Trousers,Trousers,3,25609.68,21.45,60352.56,51000,9352.56,TikTok,Cash,4,Delivered,No,No,3,Yes,Nov,11
LL10871,2025-12-16,C1424,New,Statement Earrings,Accessories,1,8215.48,18.89,6663.17,3500,3163.17,Referral,Card,6,Delivered,No,No,5,No,Dec,12
LL10872,2025-07-24,C1424,New,Wide-Leg Trousers,Trousers,1,25407.03,8.14,23338.2,17000,6338.2,TikTok,Card,4,Delivered,No,No,4,No,Jul,7
LL10873,2025-01-30,C1402,New,Linen Two-Piece,Two-Piece Sets,1,42000.0,10.33,37662.44,27000,10662.44,WhatsApp,Cash,4,Delivered,No,Yes,4,No,Jan,1
LL10874,2025-06-25,C1063,New,Wide-Leg Trousers,Trousers,1,28000.0,11.12,24885.07,17000,7885.07,Walk-in,USSD,2,Delivered,No,No,4,No,Jun,6
LL10875,2025-01-24,C1168,New,Maxi Skirt,Skirts,2,26000.0,13.3,45083.11,31000,14083.11,Instagram,Cash,4,Delivered,No,No,5,No,Jan,1
LL10876,2025-03-08,C1433,New,Statement Earrings,Accessories,1,9000.0,17.07,7463.8,3500,3963.8,Instagram,Transfer,2,Delivered,No,No,4,Yes,Mar,3
LL10877,2025-05-15,C1046,Returning,Silk Scarf,Accessories,1,12000.0,20.02,9597.32,5500,4097.32,TikTok,Card,1,Delivered,No,No,3,Yes,May,5
LL10878,2025-09-20,C1026,Returning,Maxi Skirt,Skirts,3,24816.84,4.0,71469.49,46500,24969.49,TikTok,Card,6,Delivered,No,Yes,4,Yes,Sep,9
LL10879,2025-07-23,C1477,Returning,Knit Cardigan,Tops,1,21820.41,19.36,17596.74,14500,3096.74,Instagram,Card,6,Delivered,No,No,3,Yes,Jul,7
LL10880,2025-08-10,C1478,Returning,Satin Dress,Dresses,1,33898.63,20.32,27010.69,21000,6010.69,WhatsApp,Card,6,Delivered,No,No,4,Yes,Aug,8
LL10881,2025-11-21,C1356,Returning,Premium Jumpsuit,Jumpsuits,1,47796.78,13.53,41328.08,34000,7328.08,Google,USSD,4,Delivered,No,No,5,Yes,Nov,11
LL10882,2025-10-31,C1093,New,Classic Blazer,Outerwear,2,46444.47,19.92,74384.49,60000,14384.49,TikTok,Transfer,3,Delivered,No,No,5,No,Oct,10
LL10883,2025-07-06,C1192,Returning,Knit Cardigan,Tops,1,22215.87,22.31,17258.67,14500,2758.67,TikTok,Card,3,Delivered,No,No,4,Yes,Jul,7
LL10884,2025-09-10,C1375,New,Wide-Leg Trousers,Trousers,1,26099.4,22.21,0.0,17000,0.0,TikTok,USSD,3,Cancelled,Yes,Yes,4,No,Sep,9
LL10885,2025-04-28,C1240,New,Leather Tote,Bags,2,38000.0,8.09,69850.2,45000,24850.2,TikTok,Card,4,Delivered,No,No,4,No,Apr,4
LL10886,2025-09-01,C1069,Returning,Maxi Skirt,Skirts,2,25107.98,18.26,41045.58,31000,10045.58,Instagram,Cash,3,Delivered,No,No,3,Yes,Sep,9
LL10887,2025-10-21,C1040,Returning,Mini Handbag,Bags,1,21118.44,17.73,17373.71,12500,4873.71,WhatsApp,Card,5,Delivered,No,No,4,Yes,Oct,10
LL10888,2025-06-04,C1486,New,Knit Cardigan,Tops,2,24000.0,17.95,39382.09,29000,10382.09,Referral,Transfer,4,Delivered,No,Yes,3,No,Jun,6
LL10889,2025-02-12,C1484,Returning,Classic Blazer,Outerwear,1,48000.0,7.84,44238.38,30000,14238.38,TikTok,Card,3,Delivered,No,No,4,Yes,Feb,2
LL10890,2025-10-09,C1411,Returning,Premium Jumpsuit,Jumpsuits,1,47666.64,24.61,35934.2,34000,1934.2,Instagram,Transfer,5,Delivered,No,No,4,Yes,Oct,10
LL10891,2025-12-04,C1301,New,Classic Blazer,Outerwear,2,45980.1,17.25,0.0,60000,0.0,WhatsApp,Card,2,Cancelled,No,No,2,Yes,Dec,12
LL10892,2025-04-02,C1467,New,Mini Handbag,Bags,1,22000.0,13.51,19028.25,12500,6528.25,WhatsApp,Transfer,2,Delivered,No,No,3,Yes,Apr,4
LL10893,2025-07-21,C1273,Returning,Mini Handbag,Bags,1,20309.14,17.14,16827.59,12500,4327.59,Google,Card,3,Delivered,No,No,4,Yes,Jul,7
LL10894,2025-05-30,C1121,New,Premium Jumpsuit,Jumpsuits,1,52000.0,11.85,45839.0,34000,11839.0,Google,Cash,1,Delivered,No,No,5,No,May,5
LL10895,2025-04-09,C1500,New,Mini Handbag,Bags,2,22000.0,3.18,42602.74,25000,17602.74,WhatsApp,Transfer,3,Delivered,No,No,4,Yes,Apr,4
LL10896,2025-12-28,C1394,New,Premium Jumpsuit,Jumpsuits,1,48770.94,24.12,37006.71,34000,3006.71,WhatsApp,Transfer,4,Delivered,No,No,3,No,Dec,12
LL10897,2025-10-11,C1207,Returning,Linen Two-Piece,Two-Piece Sets,1,40980.25,19.44,33013.2,27000,6013.2,Instagram,Cash,7,Delivered,No,Yes,3,Yes,Oct,10
LL10898,2025-12-25,C1056,New,Statement Earrings,Accessories,3,8578.35,16.48,21494.29,10500,10994.29,WhatsApp,Transfer,4,Delivered,No,No,5,No,Dec,12
LL10899,2025-11-10,C1293,New,Classic Blazer,Outerwear,2,43426.57,19.05,0.0,60000,0.0,Google,Transfer,6,Cancelled,No,No,4,No,Nov,11
LL10900,2025-08-23,C1136,Returning,Mini Handbag,Bags,2,19920.3,24.01,30273.32,25000,5273.32,Instagram,Cash,1,Delivered,No,No,4,Yes,Aug,8
LL10901,2025-01-03,C1307,Returning,Basic Bodysuit,Tops,1,15000.0,9.57,13564.2,9000,4564.2,WhatsApp,Card,3,Delivered,No,No,4,Yes,Jan,1
LL10902,2025-01-17,C1383,New,Knit Cardigan,Tops,1,24000.0,6.46,22448.96,14500,7948.96,WhatsApp,Transfer,3,Delivered,No,No,4,No,Jan,1
LL10903,2025-11-30,C1302,Returning,Satin Dress,Dresses,2,32930.0,18.87,4943.64,42000,-7564.91,Instagram,Card,5,Returned,Yes,Yes,2,Yes,Nov,11
LL10904,2025-07-01,C1366,Returning,Silk Scarf,Accessories,2,11742.46,23.92,0.0,11000,0.0,TikTok,Cash,5,Cancelled,No,No,4,Yes,Jul,7
LL10905,2025-11-18,C1305,New,Leather Tote,Bags,3,34324.3,19.65,82737.45,67500,15237.45,Instagram,Cash,4,Delivered,No,No,3,No,Nov,11
LL10906,2025-06-16,C1236,Returning,Premium Jumpsuit,Jumpsuits,2,52000.0,13.07,90411.08,68000,22411.08,TikTok,Transfer,2,Delivered,No,No,4,Yes,Jun,6
LL10907,2025-08-06,C1015,Returning,Linen Two-Piece,Two-Piece Sets,1,38847.26,20.87,30739.77,27000,3739.77,TikTok,Transfer,4,Delivered,No,No,3,Yes,Aug,8
LL10908,2025-09-18,C1309,New,Leather Tote,Bags,1,35267.71,8.99,0.0,22500,0.0,TikTok,Card,4,Cancelled,No,No,3,No,Sep,9
LL10909,2025-01-02,C1278,Returning,Statement Earrings,Accessories,1,9000.0,13.2,7812.39,3500,4312.39,Google,Transfer,4,Delivered,No,No,4,Yes,Jan,1
LL10910,2025-12-14,C1001,New,Silk Scarf,Accessories,1,10992.02,19.76,0.0,5500,0.0,Walk-in,Transfer,3,Cancelled,Yes,Yes,3,Yes,Dec,12
LL10911,2025-02-26,C1042,Returning,Wide-Leg Trousers,Trousers,2,28000.0,8.07,51478.79,34000,17478.79,TikTok,Cash,1,Delivered,No,No,4,Yes,Feb,2
LL10912,2025-08-14,C1472,Returning,Basic Bodysuit,Tops,1,14509.07,18.89,11768.72,9000,2768.72,Instagram,Transfer,2,Delivered,No,No,3,Yes,Aug,8
LL10913,2025-07-17,C1353,Returning,Silk Scarf,Accessories,1,11329.43,16.18,9496.1,5500,3996.1,TikTok,Transfer,5,Delivered,No,No,4,Yes,Jul,7
LL10914,2025-11-01,C1409,Returning,Basic Bodysuit,Tops,2,13932.14,23.25,21386.48,18000,3386.48,WhatsApp,Transfer,2,Delivered,No,No,4,Yes,Nov,11
LL10915,2025-08-30,C1498,Returning,Knit Cardigan,Tops,1,21831.17,19.57,17558.01,14500,3058.01,Instagram,Card,2,Delivered,No,No,4,Yes,Aug,8
LL10916,2025-05-26,C1125,New,Mini Handbag,Bags,1,22000.0,13.72,18980.75,12500,6480.75,TikTok,Card,2,Delivered,No,No,5,No,May,5
LL10917,2025-04-24,C1021,Returning,Premium Jumpsuit,Jumpsuits,3,52000.0,3.09,151175.53,102000,49175.53,TikTok,Transfer,1,Delivered,No,No,3,Yes,Apr,4
LL10918,2025-08-08,C1257,Returning,Mini Handbag,Bags,1,20342.77,19.8,16314.68,12500,3814.68,Google,Cash,3,Delivered,No,No,3,Yes,Aug,8
LL10919,2025-05-11,C1093,New,Mini Handbag,Bags,2,22000.0,12.8,38368.66,25000,13368.66,TikTok,Card,5,Delivered,No,No,3,No,May,5
LL10920,2025-04-05,C1274,Returning,Leather Tote,Bags,1,38000.0,8.84,34641.12,22500,12141.12,Instagram,Transfer,2,Delivered,No,No,4,Yes,Apr,4
LL10921,2025-10-19,C1276,Returning,Statement Earrings,Accessories,2,8518.88,19.34,13742.23,7000,6742.23,TikTok,Card,10,Delivered,No,Yes,4,Yes,Oct,10
LL10922,2025-12-06,C1153,Returning,Knit Cardigan,Tops,1,22978.52,19.05,18600.85,14500,4100.85,TikTok,Transfer,7,Delivered,No,Yes,4,Yes,Dec,12
LL10923,2025-06-15,C1301,New,Premium Jumpsuit,Jumpsuits,2,52000.0,10.29,93295.23,68000,25295.23,TikTok,Card,1,Delivered,No,No,3,Yes,Jun,6
LL10924,2025-06-21,C1287,Returning,Mini Handbag,Bags,1,22000.0,18.56,17916.02,12500,5416.02,Instagram,Transfer,2,Delivered,No,No,4,Yes,Jun,6
LL10925,2025-09-02,C1360,Returning,Wide-Leg Trousers,Trousers,1,25775.1,21.14,20327.03,17000,3327.03,Instagram,Card,4,Delivered,No,No,3,Yes,Sep,9
LL10926,2025-04-25,C1383,Returning,Premium Jumpsuit,Jumpsuits,1,52000.0,9.79,46907.88,34000,12907.88,WhatsApp,Card,3,Delivered,No,No,4,Yes,Apr,4
LL10927,2025-06-05,C1398,Returning,Premium Jumpsuit,Jumpsuits,1,52000.0,12.72,45385.93,34000,11385.93,WhatsApp,Card,2,Delivered,No,No,3,Yes,Jun,6
